"auto_id","Weight"
7650,10
7650,5
7650,5
7650,14
7650,5
7650,11
7650,6
7650,6
7650,8
7650,11
7650,9
7650,6
7650,7
7650,6
7650,7
7650,5
7650,7
7650,5
7650,6
7650,7
7650,5
7650,7
7650,5
7650,5
7650,5
7650,5
7650,5
7650,5
7650,5
7650,6
4727,4
4727,33
4727,4
4727,3
4727,2
4727,2
4727,21
4727,2
4727,2
4727,2
4727,1
4727,1
4727,1
4727,7
4727,1
4727,1
4727,5
4727,3
4727,3
4727,1
4727,1
4727,1
4727,149
4727,29
4727,15
4727,1
4727,1
4727,1
4727,1
4727,1
4727,1
4727,1
4727,1
4727,1
4727,2
4727,1
4727,1
4727,1
4727,1
4727,4
4727,7
4727,5
4727,20
4727,10
4727,8
4727,7
4727,3
4727,6
4727,2
4727,2
4727,1
4727,2
4727,2
4727,2
4727,1
4727,2
4727,1
4727,1
4727,2
4727,1
4727,1
4727,1
4727,1
4727,1
4727,1
4727,1
4727,2
4727,2
4727,2
4727,1
4727,1
4727,3
4727,1
4727,1
4727,1
4727,1
4727,1
4727,1
4727,1
4727,1
4727,7
4727,4
4727,2
4727,1
4727,2
4727,1
4727,1
4727,8
4727,1
4727,1
4727,1
4727,1
4727,1
4727,1
4727,1
4727,8
4727,4
4727,7
4727,2
4727,5
4727,2
4727,1
4727,1
4727,1
4727,1
4727,1
4727,1
4727,2
4727,4
4727,2
4727,2
4727,1
4727,2
4727,1
4727,2
4727,1
4727,1
4727,1
4727,2
4727,1
4727,1
4727,1
4727,1
4727,1
4727,1
4727,1
4727,1
4727,1
4727,1
4727,1
4727,1
4727,1
4727,1
4727,1
4727,1
4727,1
4727,1
4727,1
4727,1
4727,1
4727,1
4727,1
4727,3
4727,2
4727,1
4727,1
4727,1
4727,1
4727,2
4727,1
4727,2
4727,1
4711,11
4711,22
4711,7
4711,11
4711,31
4711,21
4711,13
4711,4
4711,32
4711,2
4711,2
4711,12
4711,22
4711,3
4711,6
4711,2
4711,3
4711,3
4711,6
4711,7
4711,6
4711,1
4711,2
4711,1
4711,10
4711,2
4711,1
4711,2
4711,1
4711,1
4711,2
4711,18
4711,5
4711,8
4711,6
4711,3
4711,2
4711,3
4711,2
4711,1
4711,4
4711,2
4711,1
4711,2
4711,1
4711,19
4711,13
4711,8
4711,8
4711,3
4711,5
4711,2
4711,5
4711,5
4711,1
4711,4
4711,1
4711,3
4711,14
4711,1
4711,3
4711,5
4711,2
4711,1
4711,11
4711,1
4711,1
4711,2
4711,7
4711,4
4711,1
4711,10
4711,2
4711,4
4711,1
4711,1
4711,1
4711,1
4711,1
4711,1
4711,25
4711,20
4711,2
4711,3
4711,2
4711,2
4711,2
4711,1
4711,1
4711,1
4711,1
4711,1
4711,1
4711,1
4711,11
4711,16
4711,5
4711,2
4711,1
4711,3
4711,1
4711,1
4711,1
4711,1
4711,1
4711,1
4711,1
4711,1
4711,1
4711,28
4711,4
4711,4
4711,7
4711,1
4711,2
4711,1
4711,1
4711,1
4711,3
4711,2
4711,2
4711,2
4711,2
4711,2
4711,1
4711,2
4711,2
4711,1
4711,1
4711,2
4711,1
4711,1
4711,1
4711,1
4711,3
4711,1
4711,2
4711,1
4711,1
4711,8
4711,3
4711,4
4711,2
4711,1
4711,1
4711,1
4711,1
4711,1
4711,1
4711,1
4711,6
4711,4
4711,2
4711,2
4711,2
4711,1
4711,3
4711,2
4711,1
4711,1
4711,1
4711,1
4711,1
4711,1
4711,1
4711,1
4711,2
4711,1
4711,1
4711,1
4711,1
4711,1
4711,2
4711,2
4711,1
4711,1
4711,1
4711,3
4711,1
4711,1
4711,3
4711,1
4711,2
4711,1
4711,1
4711,1
4711,1
4711,1
4711,1
4711,1
4711,3
4711,1
4729,11
4729,19
4729,23
4729,15
4729,2
4729,0
4729,2
4729,12
4729,12
4729,2
4729,3
4729,2
4729,1
4729,17
4729,6
4729,18
4729,14
4729,4
4729,2
4729,1
4729,1
4729,4
4729,2
4729,2
4729,1
4729,13
4729,35
4729,9
4729,9
4729,13
4729,46
4729,8
4729,20
4729,6
4729,8
4729,20
4729,6
4729,2
4729,20
4729,12
4729,35
4729,13
4729,7
4729,8
4729,6
4729,7
4729,16
4729,7
4729,7
4729,5
4729,2
4729,3
4729,3
4729,4
4729,16
4729,7
4729,6
4729,10
4729,8
4729,10
4729,6
4729,7
4729,14
4729,7
4729,7
4729,4
4729,7
4729,7
4729,4
4729,5
4729,3
4729,2
4729,1
4729,4
4729,3
4729,1
4729,1
4729,1
4729,2
4729,1
4729,3
4729,2
4729,1
4729,43
4729,24
4729,41
4729,11
4729,17
4729,24
4729,14
4729,15
4729,11
4729,11
4729,7
4729,12
4729,8
4729,17
4729,7
4729,6
4729,6
4729,8
4729,5
4729,4
4729,2
4729,4
4729,5
4729,2
4729,1
4729,2
4729,1
4729,13
4729,9
4729,5
4729,9
4729,4
4729,4
4729,5
4729,4
4729,5
4729,5
4729,2
4729,3
4729,2
4729,1
4729,1
4729,1
4729,1
4729,5
4729,6
4729,2
4729,8
4729,12
4729,7
4729,14
4729,4
4729,6
4729,2
4729,3
4729,3
4729,5
4729,1
4729,3
4729,2
4729,3
4729,1
4729,2
4729,2
4729,2
4729,1
4729,2
4729,2
4729,2
4729,1
4729,2
4729,1
4729,1
4729,4
4729,3
4729,1
4729,1
4729,2
4729,1
4729,1
4729,1
4729,1
4729,1
4729,1
4729,1
4729,0
4398,150
4398,351
4398,23
4398,828
4398,23
4398,12
4398,46
4398,7
4398,30
4398,14
4398,9
4398,3
4398,6
4398,5
4398,1
4398,10
4398,20
4398,26
4398,17
4398,5
4398,3
4398,4
4398,7
4398,179
4398,51
4398,214
4398,71
4398,10
4398,30
4398,29
4398,4
4398,7
4398,2
4398,4
4398,58
4398,70
4398,56
4398,1
4398,9
4398,17
4398,17
4398,416
4398,47
4398,20
4398,12
4398,21
4398,40
4398,7
4398,3
4398,4
4398,1
4398,9
4398,69
4398,107
4398,109
4398,98
4398,15
4398,8
4398,4
4398,4
4398,5
4398,8
4398,19
4398,6
4398,2
4398,1
4398,45
4398,6
4398,8
4398,9
4398,11
4398,2
4398,1
4398,3
4398,7
4398,2
4398,2
4398,2
4398,1
4398,1
4398,2
4378,9
4378,30
4378,24
4378,9
4378,19
4378,25
4378,6
4378,24
4378,16
4378,9
4378,4
4378,6
4378,4
4378,2
4378,39
4378,41
4378,10
4378,27
4378,5
4378,3
4378,6
4378,7
4378,3
4378,3
4378,4
4378,3
4378,21
4378,26
4378,47
4378,5
4378,10
4378,3
4378,3
4378,2
4378,1
4378,59
4378,59
4378,10
4378,13
4378,23
4378,11
4378,5
4378,3
4378,3
4378,3
4378,1
4378,1
4378,1
4378,1
4378,96
4378,61
4378,19
4378,1
4378,4
4378,20
4378,9
4378,18
4378,68
4378,31
4378,16
4378,30
4378,10
4378,33
4378,102
4378,267
4378,13
4378,10
4378,12
4378,96
4378,3
4378,29
4378,124
4378,41
4378,212
4378,74
4378,42
4378,28
4378,19
4378,16
4378,4
4378,1
4378,8
4378,1
4378,3
4378,1
4378,3
4378,4
4378,11
4378,14
4378,28
4378,37
4378,28
4378,5
4378,3
4378,1
4378,2
4378,2
4378,2
4378,3
4378,3
4378,1
4378,3
4378,6
4378,46
4378,27
4378,32
4378,25
4378,43
4378,21
4378,58
4378,26
4378,14
4378,8
4378,2
4378,7
4378,4
4378,8
4378,5
4378,15
4378,88
4378,32
4378,17
4378,20
4378,12
4378,4
4378,4
4378,14
4378,22
4378,11
4378,11
4378,9
4378,42
4378,8
4378,4
4378,1
4378,1
4378,4
4378,2
4378,5
4378,4
4378,7
4378,8
4378,6
4378,5
4378,5
4378,4
4378,4
4378,7
4378,3
4378,3
4378,6
4378,2
4378,1
4378,1
4378,2
4378,1
4378,1
4378,2
4378,2
4378,2
4378,3
4378,1
4378,1
4378,2
4378,1
4378,1
4378,2
4378,1
4378,3
4378,2
4378,1
4378,1
4378,1
4378,1
4378,2
4378,1
4378,1
4378,1
4378,1
4378,2
4378,1
4382,162
4382,55
4382,64
4382,12
4382,22
4382,24
4382,21
4382,50
4382,10
4382,21
4382,13
4382,27
4382,14
4382,2
4382,3
4382,5
4382,12
4382,8
4382,5
4382,2
4382,8
4382,2
4382,2
4382,1
4382,1
4382,3
4382,3
4382,63
4382,9
4382,26
4382,3
4382,2
4382,1
4382,2
4382,11
4382,3
4382,2
4382,1
4382,3
4382,1
4382,1
4382,1
4382,1
4382,3
4382,3
4382,4
4382,3
4382,2
4382,2
4382,1
4382,2
4382,2
4382,3
4382,1
4382,2
4382,1
4382,3
4382,11
4382,9
4382,6
4382,2
4382,1
4382,2
4382,1
4382,2
4382,2
4382,1
4382,2
4382,9
4382,12
4382,1
4382,9
4382,2
4382,1
4382,3
4382,3
4382,6
4382,3
4382,3
4382,1
4382,18
4382,11
4382,2
4382,1
4382,1
4382,2
4382,1
4382,1
4382,178
4382,70
4382,56
4382,3
4382,76
4382,150
4382,616
4382,168
4382,21
4382,3
4382,2
4382,6
4382,4
4382,1
4382,1
4382,28
4382,3
4382,4
4382,1
4382,4
4382,1
4382,21
4382,16
4382,207
4382,34
4382,21
4382,6
4382,11
4382,3
4382,2
4382,9
4382,6
4382,6
4382,7
4382,10
4382,1
4382,10
4382,6
4382,2
4382,9
4382,59
4382,6
4382,2
4382,3
4382,3
4382,6
4382,3
4382,3
4382,3
4382,2
4382,3
4382,1
4382,3
4382,1
4382,2
4382,13
4382,4
4382,2
4382,1
4382,2
4382,8
4382,3
4382,2
4382,2
4382,3
4382,1
4382,1
4382,1
4382,1
4382,3
4382,2
4382,3
4382,1
4382,2
4382,1
4382,1
4382,2
4382,1
4382,2
4382,1
4382,2
4378,178
4378,181
4378,19
4378,447
4378,177
4378,94
4378,79
4378,18
4378,57
4378,9
4378,29
4378,29
4378,165
4378,75
4378,116
4378,11
4378,52
4378,24
4378,6
4378,11
4378,211
4378,51
4378,21
4378,16
4378,31
4378,12
4378,7
4378,19
4378,31
4378,102
4378,188
4378,37
4378,13
4378,13
4378,11
4378,39
4378,34
4378,3
4378,4
4378,11
4378,4
4378,12
4378,7
4378,8
4378,5
4378,8
4378,3
4378,1
4378,20
4378,202
4378,44
4378,17
4378,3
4378,7
4378,8
4378,4
4378,241
4378,22
4378,199
4378,41
4378,27
4378,8
4378,2
4378,1
4378,3
4378,4
4378,7
4378,2
4421,527
4421,93
4421,1
4421,44
4421,31
4421,1
4421,1
4421,1
4421,26
4421,2
4421,43
4421,3
4421,3
4421,35
4421,84
4421,70
4421,20
4421,11
4421,2
4421,18
4421,6
4421,1
4421,4
4421,4
4421,9
4421,62
4421,439
4421,42
4421,4
4421,2
4421,2
4421,3
4421,1
4421,2
4421,1
4421,1
4421,1
4408,41
4408,82
4408,93
4408,33
4408,12
4408,19
4408,5
4408,13
4408,5
4408,22
4408,1
4408,3
4408,5
4408,6
4408,2
4408,4
4408,2
4408,14
4408,13
4408,6
4408,3
4408,9
4408,11
4408,6
4408,2
4408,4
4408,1
4408,18
4408,1
4408,2
4408,2
4408,246
4408,50
4408,1
4408,4
4408,5
4408,8
4408,1
4408,44
4408,24
4408,73
4408,49
4408,27
4408,17
4408,5
4408,2
4408,1
4408,45
4408,7
4408,4
4408,6
4408,1
4408,5
4408,2
4408,1
4408,1
4408,3
4408,2
4408,1
4408,1
4408,302
4408,112
4408,30
4408,9
4408,7
4408,93
4408,277
4408,170
4408,10
4408,41
4408,19
4408,2
4408,5
4408,31
4408,3
4408,11
4408,51
4408,182
4408,99
4408,78
4408,27
4408,11
4408,6
4408,8
4408,5
4408,5
4408,3
4408,1
4408,8
4408,8
4408,5
4408,4
4408,4
4408,2
4408,4
4408,6
4408,7
4408,8
4408,2
4408,2
4408,2
4408,1
4408,2
4408,1
4408,1
4408,1
4408,6
4408,2
4408,2
4408,2
4408,2
4408,1
4408,1
4408,2
4408,1
4408,1
4408,3
4408,1
4408,1
4408,1
4408,2
4408,2
4408,3
4408,2
4408,1
4408,1
4408,1
4408,2
4408,1
4408,4
4408,3
4408,1
4408,2
4408,2
4408,2
4408,2
4408,1
4408,1
4408,1
4408,2
4408,1
4408,2
4421,3
4421,4
4421,10
4421,50
4421,1
4421,149
4421,185
4421,1
4421,8
4421,2
4421,1
4421,30
4421,365
4421,85
4421,52
4421,205
4421,190
4421,250
4421,1
4421,65
4421,55
4421,14
4421,41
4421,13
4421,9
4421,5
4421,5
4421,4
4421,379
4421,44
4421,197
4421,424
4421,534
4421,166
4421,6
4421,42
4421,15
4421,2
4421,4
4421,3
4421,5
4421,3
4421,2
4421,30
4421,3
4421,4
4421,4
4421,2
4421,5
4421,7
4421,2
4421,1
4421,1
4421,1
4421,3
4421,2
4421,2
4382,76
4382,2
4382,2
4382,23
4382,53
4382,27
4382,20
4382,6
4382,4
4382,3
4382,2
4382,2
4382,1
4382,2
4382,1
4382,11
4382,17
4382,7
4382,5
4382,7
4382,9
4382,2
4382,10
4382,1
4382,49
4382,2
4382,7
4382,3
4382,56
4382,32
4382,3
4382,1
4382,4
4382,1
4382,1
4382,2
4382,2
4382,2
4382,1
4382,1
4382,1
4382,2
4382,83
4382,17
4382,4
4382,3
4382,11
4382,2
4382,4
4382,3
4382,2
4382,126
4382,40
4382,94
4382,23
4382,3
4382,2
4382,2
4382,1
4382,3
4382,3
4382,258
4382,271
4382,44
4382,603
4382,116
4382,223
4382,49
4382,104
4382,8
4382,10
4382,10
4382,19
4382,13
4382,20
4382,9
4382,10
4382,28
4382,6
4382,9
4382,15
4382,10
4382,5
4382,15
4382,8
4382,5
4382,9
4382,4
4382,4
4382,3
4382,4
4382,8
4382,6
4382,7
4382,1
4382,4
4382,2
4382,7
4382,4
4382,3
4382,2
4382,4
4382,6
4382,5
4382,3
4382,9
4382,1
4382,4
4382,1
4382,4
4382,4
4382,3
4382,1
4382,2
4382,2
4382,2
4382,7
4382,4
4382,1
4382,4
4382,2
4382,1
4382,2
4382,1
4382,2
4382,1
4382,1
4382,1
4382,1
4382,1
4382,2
4382,2
4382,1
4382,1
4382,1
4382,2
4382,3
4382,1
4382,1
4382,2
4382,1
4382,1
4382,1
4382,1
4382,3
4382,2
4382,3
4382,4
4382,2
4382,2
4382,2
4382,1
4382,2
4382,5
4382,2
4382,1
4382,4
4382,1
4382,1
4382,1
4382,1
4382,4
4382,1
4382,1
4382,1
4382,1
8062,5
8062,6
8062,6
8062,5
8062,6
8062,5
8062,19
8062,10
8062,7
8062,8
8062,7
8062,11
8062,9
8084,1658
8084,297
8084,215
8084,302
8084,422
8084,596
8084,149
8084,690
8084,182
8084,155
8084,135
8084,192
8084,163
8084,155
8084,59
8084,90
8084,80
8084,450
8084,216
8084,40
8084,135
8084,142
8084,14
8084,38
8084,47
8084,68
8084,28
8084,27
8084,67
8084,56
8084,23
8084,14
8084,20
8084,28
8084,24
8084,9
8084,24
8084,30
8084,10
8084,53
8084,30
8084,26
8084,25
8084,14
8084,17
8084,10
8084,11
8084,8
8084,10
8084,10
8084,13
8084,13
8084,10
8084,19
8084,10
8084,16
8084,18
8084,12
8084,21
8084,26
8084,12
8084,35
8084,25
8084,62
8084,10
8084,30
8084,7
8084,24
8084,27
8084,10
8084,10
8084,10
8084,16
8084,18
8084,27
8084,7
8084,11
8084,13
8084,10
8084,5
8084,11
8084,10
8084,5
8084,8
8084,20
8084,9
8084,5
8084,8
8084,11
8084,13
8084,5
8084,16
8084,7
8084,12
8084,13
8084,7
8084,7
8084,6
8084,5
8084,5
8084,8
8084,7
8084,7
8084,6
8084,11
8084,9
8084,8
8084,6
8084,6
8084,5
8084,9
8084,7
8084,6
8084,5
8084,6
8084,6
8084,7
8084,7
8084,13
8084,5
8084,9
8055,523
8055,195
8055,246
8055,276
8055,76
8055,113
8055,66
8055,122
8055,48
8055,118
8055,94
8055,252
8055,78
8055,25
8055,80
8055,78
8055,234
8055,41
8055,24
8055,129
8055,35
8055,16
8055,143
8055,344
8055,115
8055,190
8055,57
8055,47
8055,79
8055,55
8055,41
8055,82
8055,29
8055,17
8055,53
8055,77
8055,29
8055,11
8055,8
8055,18
8055,9
8055,13
8055,13
8055,13
8055,14
8055,12
8055,13
8055,11
8055,81
8055,15
8055,12
8055,9
8055,13
8055,19
8055,6
8055,13
8055,26
8055,19
8055,5
8055,28
8055,7
8055,16
8055,11
8055,15
8055,14
8055,11
8055,26
8055,7
8055,35
8055,160
8055,30
8055,15
8055,9
8055,15
8055,8
8055,11
8055,8
8055,11
8055,10
8055,6
8055,32
8055,11
8055,8
8055,6
8055,7
8055,7
8055,9
8055,8
8055,6
8055,6
8055,6
8055,6
8055,5
8055,5
8055,6
8055,7
8055,5
8055,5
8055,9
8055,8
8055,7
8055,7
8055,10
8055,16
8055,9
8055,7
8055,6
8055,7
8055,10
8055,33
8055,8
8055,7
8055,6
8055,5
8055,5
8055,5
8055,5
8055,7
8055,7
8055,9
8055,5
8055,6
8055,5
8055,6
8055,8
8055,10
8055,11
8055,11
8055,12
8055,5
8055,5
8055,9
8055,5
8055,8
8055,7
8055,9
8055,13
8055,8
8055,7
8055,10
8055,6
8055,9
8055,7
8055,8
8055,6
8055,8
8055,9
8055,5
8055,6
8055,8
8055,6
8055,7
8055,5
8055,5
8055,5
8055,5
8055,5
8055,5
8055,5
8055,6
8055,5
8055,7
8055,5
8055,5
8055,11
8055,7
8055,5
8055,5
8055,6
8055,5
8055,5
8055,6
8055,7
8055,6
8055,5
8109,3710
8109,1729
8109,432
8109,253
8109,295
8109,94
8109,239
8109,180
8109,155
8109,118
8109,72
8109,104
8109,44
8109,151
8109,85
8109,66
8109,79
8109,36
8109,41
8109,49
8109,58
8109,24
8109,13
8109,13
8109,68
8109,36
8109,44
8109,19
8109,15
8109,14
8109,24
8109,17
8109,25
8109,10
8109,14
8109,11
8109,11
8109,18
8109,14
8109,21
8109,21
8109,23
8109,12
8109,6
8109,16
8109,18
8109,10
8109,17
8109,11
8109,11
8109,14
8109,10
8109,5
8109,6
8109,8
8109,24
8109,12
8109,22
8109,8
8109,16
8109,12
8109,7
8109,6
8109,6
8109,11
8109,7
8109,8
8109,5
8109,6
8109,6
8109,5
8109,8
8109,10
8109,6
8109,5
8109,9
8109,6
8109,6
8109,6
8109,5
8109,8
8109,5
8109,5
8109,5
8109,5
6914,123
6914,98
6914,74
6914,79
6914,121
6914,48
6914,42
6914,34
6914,71
6914,42
6914,27
6914,35
6914,29
6914,10
6914,68
6914,37
6914,28
6914,25
6914,19
6914,13
6914,17
6914,12
6914,30
6914,19
6914,9
6914,10
6914,13
6914,10
6914,9
6914,6
6914,8
6914,11
6914,10
6914,13
6914,7
6914,15
6914,8
6914,6
6914,8
6914,7
6914,6
6914,8
6914,8
6914,5
6914,7
8385,6195
8385,83
8385,502
8385,169
8385,295
8385,217
8385,686
8385,67
8385,163
8385,45
8385,87
8385,38
8385,43
8385,10
8385,64
8385,150
8385,80
8385,30
8385,48
8385,38
8385,42
8385,23
8385,34
8385,86
8385,15
8385,16
8385,15
8385,30
8385,27
8385,41
8385,14
8385,26
8385,13
8385,33
8385,23
8385,33
8385,23
8385,16
8385,11
8385,9
8385,18
8385,14
8385,23
8385,18
8385,18
8385,9
8385,16
8385,17
8385,16
8385,12
8385,6
8385,6
8385,7
8385,8
8385,11
8385,12
8385,5
8385,5
8385,6
8385,7
8385,6
8385,6
8385,5
8385,7
8385,6
8385,8
8385,9
8385,0
8385,8
8385,7
8372,67
8372,47
8372,341
8372,381
8372,509
8372,186
8372,1203
8372,250
8372,114
8372,69
8372,145
8372,244
8372,90
8372,55
8372,55
8372,140
8372,115
8372,172
8372,63
8372,0
8372,116
8372,25
8372,125
