"auto_id","Unit","ID","DATACLASS","RAWMAT","SUPPORT","TECHNIQUE","FORM","FBTYPE1","FBTYPE2","CORETYPE","BIFTYPE","NORETEDGE","RETINT","T-FCHAR","T-FSURF","T-FLOC","PLATSURF","EXTPLAT","FACES","PLATFORMS","PLATTEC1","PLATTEC2","SCARMORPH","RETEDGE","CORTEX","DISCARD","EDGEDAMAGE","ALTERATION","PROXSCARS","SCARLENGTH","LENGTH","TQWIDTH","TQTHICK","MIDWIDTH","MIDTHICK","TIPWIDTH","WIDTH","LENTOWID","THICK","LENTOTHICK","ROEW1","ROET1","ROEW3","ROET3","PLATWIDTH","PLATTHICK","SMALLPW","BULB","EPA","WEIGHT"
10017,"F28",396,"COMPFLAKE","LOCALFLINT","FLAKE","NORMAL","NORMAL",-9999,-9999," ",NA,0,""," "," "," ","PLAIN","STRAIGHT",NA,"","","","",NA,"60-90%"," ","EXTERIOR","UNALTERED",0,-9999,47.235,-9999,-9999,-9999,-9999,-9999,40.055,-9999,7.215,-9999,-9999,-9999,-9999,-9999,10.545,3.58,-9999,-9999,-9999,18
10023,"G28",314,"COMPFLAKE","LOCALFLINT","FLAKE","NORMAL","NORMAL",48,-9999," ",NA,0,""," "," "," ","PLAIN","CENT-RIDGE",NA,"","","","UNI-DIRECT",NA,"10-40%"," ","EXT/INT","UNALTERED",0,-9999,39.44,-9999,-9999,-9999,-9999,-9999,35.365,-9999,9.68,-9999,-9999,-9999,-9999,-9999,20.295,9.995,-9999,-9999,84,17
10027,"G28",318,"PROXTOOL","LOCALFLINT","FLAKE","NORMAL","NORMAL",42,-9999," ",NA,1,"","NONE"," "," ","PLAIN","CONVEX",NA,"","","","SUB-RADIAL",NA,"1-10%"," ","ROLLED","HEAVYPATIN",0,-9999,58.675,-9999,-9999,-9999,-9999,-9999,60.59,-9999,14.86,-9999,-9999,-9999,-9999,-9999,49.4,18.66,-9999,-9999,-9999,74
10026,"G28",317,"CORE","LOCALFLINT","NODULE","NORMAL","CORE",-9999,-9999,"INFORM",NA,0,""," "," "," ","","",1,"1","EXTERIOR","","",NA,"10-40%","MATFLAWS","NONE","UNALTERED",1,55.74,68.31,-9999,-9999,-9999,-9999,-9999,57.55,-9999,32.06,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,139
10332,"D29",534,"DISTTOOL","OTHERFLINT","FLAKE","NORMAL","NORMAL",27,-9999," ",NA,1,"DEMI-Q","NONE"," "," ","","",NA,"","","","",NA,"40-60%"," ","EXT/INT","LIGHTPATIN",0,-9999,61.44,-9999,-9999,-9999,-9999,-9999,40.675,-9999,18.305,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,40
10252,"D29",519,"COMPFLAKE","","FLAKE","NORMAL","NORMAL",-9999,-9999," ",NA,0,""," "," "," ","","",NA,"","","","",NA,"100%"," ","NONE","HEAVYPATIN",0,-9999,27.335,-9999,-9999,-9999,-9999,-9999,14.035,-9999,4.395,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,2
10295,"E29",604,"COMPFLAKE","","FLAKE","NORMAL","BROAD",-9999,-9999," ",NA,0,""," "," "," ","CORTICAL","CORTICAL",NA,"","","","",NA,"100%"," ","NONE","LIGHTPATIN",0,-9999,25.48,-9999,-9999,-9999,-9999,-9999,15.855,-9999,4.325,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,4
328,"E27",31,"COMPTOOL","OTHER","FLAKE","","POINT",20,NA,NA,NA,2,"HEAVY","NONE",NA,NA,"FACETED","STRAIGHT",NA,NA,NA,NA,"COMPLEX",NA,"0%",NA,"NONE","",NA,NA,52.89,NA,NA,NA,NA,NA,32.28,NA,9.45,NA,NA,NA,NA,NA,35.73,9.05,NA,NA,NA,22
12358,"F28",437,"PROXFLAKE","LOCAL","FLAKE","NORMAL","NORMAL",NA,NA,NA,NA,0,NA,NA,NA,NA,"PLAIN","CONVEX",NA,NA,NA,NA,"UNI-DIRECT",NA,"10-40%",NA,"EXTERIOR","ROLLED",NA,NA,82.64,NA,NA,NA,NA,NA,44.36,NA,17.27,NA,NA,NA,NA,NA,21.91,14.65,NA,NA,NA,84
12360,"GHM",1,"COMPFLAKE","LOCALFLINT","FLAKE","NORMAL","EXPANDING",48,-9999," ",NA,0,""," "," "," ","CORTICAL","CONCAVE",NA,"","","","UNI-DIRECT",NA,"40-60%"," ","EXT/INT","",0,-9999,37.67,-9999,-9999,-9999,-9999,-9999,45.195,-9999,11.77,-9999,-9999,-9999,-9999,-9999,-9999,2.645,-9999,-9999,-9999,24
12363,"GHM",4,"COMPFLAKE","OTHERFLINT","FLAKE","NORMAL","NORMAL",-9999,-9999," ",NA,0,""," "," "," ","PLAIN","CONVEX",NA,"","","","",NA,"0%"," ","NONE","",0,-9999,58.035,-9999,-9999,-9999,-9999,-9999,29.94,-9999,10.35,-9999,-9999,-9999,-9999,-9999,8.56,3.24,-9999,-9999,-9999,17
12366,"GHM",7,"COMPFLAKE","LOCALFLINT","FLAKE","NORMAL","NORMAL",-9999,-9999," ",NA,0,""," "," "," ","PLAIN","STRAIGHT",NA,"","","","",NA,"90-99%"," ","EXT/INT","HEAVYPATIN",0,-9999,88.085,-9999,-9999,-9999,-9999,-9999,59.425,-9999,10.16,-9999,-9999,-9999,-9999,-9999,12.74,5.175,-9999,-9999,-9999,82
12367,"GHM",8,"COMPFLAKE","LOCALFLINT","FLAKE","NORMAL","ANGULAR",-9999,-9999," ",NA,0,""," "," "," ","PLAIN","CENT-RIDGE",NA,"","","","",NA,"10-40%"," ","NONE","",0,-9999,63.015,-9999,-9999,-9999,-9999,-9999,37.985,-9999,19.495,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,46
12368,"GHM",9,"COMPFLAKE","LOCALFLINT","FLAKE","NORMAL","NORMAL",-9999,-9999," ",NA,0,""," "," "," ","PLAIN","STRAIGHT",NA,"","","","",NA,"0%"," ","NONE","HEAVYPATIN",0,-9999,54.29,-9999,-9999,-9999,-9999,-9999,53.36,-9999,23.185,-9999,-9999,-9999,-9999,-9999,10.45,4.02,-9999,-9999,-9999,83
12369,"GHM",10,"PROXFLAKE","LOCALFLINT","FLAKE","NORMAL","NORMAL",-9999,-9999," ",NA,0,""," "," "," ","PLAIN","SIDE-RIDGE",NA,"","","","",NA,"0%"," ","INTERIOR","HEAVYPATIN",0,-9999,75.48,-9999,-9999,-9999,-9999,-9999,71.405,-9999,38.175,-9999,-9999,-9999,-9999,-9999,28.205,20.04,-9999,-9999,-9999,230
12381,"GHM",22,"COMPFLAKE","LOCALFLINT","FLAKE","NORMAL","NORMAL",-9999,-9999," ",NA,0,""," "," "," ","PLAIN","CONVEX",NA,"","","","",NA,"60-90%"," ","EXTERIOR","LIGHTPATIN",0,-9999,53.165,-9999,-9999,-9999,-9999,-9999,37.755,-9999,13.72,-9999,-9999,-9999,-9999,-9999,7.655,2.54,-9999,-9999,-9999,34
12383,"GHM",24,"COMPFLAKE","LOCALFLINT","FLAKE","NORMAL","NORMAL",-9999,-9999," ",NA,0,""," "," "," ","PLAIN","SIDE-RIDGE",NA,"","","","",NA,"60-90%"," ","EXTERIOR","HEAVYPATIN",0,-9999,66.04,-9999,-9999,-9999,-9999,-9999,63.46,-9999,12.31,-9999,-9999,-9999,-9999,-9999,17.665,8.93,-9999,-9999,-9999,70
12386,"GHM",27,"COMPFLAKE","LOCALFLINT","FLAKE","NORMAL","NORMAL",-9999,-9999," ",NA,0,""," "," "," ","CORTICAL","SIDE-RIDGE",NA,"","","","",NA,"0%"," ","EXTERIOR","LIGHTPATIN",0,-9999,65.87,-9999,-9999,-9999,-9999,-9999,54.08,-9999,22.5,-9999,-9999,-9999,-9999,-9999,-9999,3.68,-9999,-9999,-9999,79
12389,"GHM",30,"COMPFLAKE","","FLAKE","NORMAL","NORMAL",-9999,-9999," ",NA,0,""," "," "," ","DIHEDRAL","CONVEX",NA,"","","","",NA,"90-99%"," ","EXTERIOR","",0,-9999,79.58,-9999,-9999,-9999,-9999,-9999,35.325,-9999,16.885,-9999,-9999,-9999,-9999,-9999,21.76,10.41,-9999,-9999,-9999,79
12391,"GHM",32,"CORE","LOCALFLINT","GELIFRACT","NORMAL","CORE",-9999,-9999,"INFORM",NA,0,""," "," "," ","","",1,"1","SNAP","","",NA," ","NONE","NONE","UNALTERED",1,40.27,69.31,-9999,-9999,-9999,-9999,-9999,42.315,-9999,32.28,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,80
12392,"GHM",33,"COMPFLAKE","LOCALFLINT","FLAKE","NORMAL","NORMAL",-9999,-9999," ",NA,0,""," "," "," ","PLAIN","CONCAVE",NA,"","","","",NA,"40-60%"," ","EXTERIOR","HEAVYPATIN",0,-9999,77.165,-9999,-9999,-9999,-9999,-9999,63.29,-9999,17.44,-9999,-9999,-9999,-9999,-9999,12.275,2.185,-9999,-9999,-9999,85
12397,"GHM",38,"COMPFLAKE","LOCALFLINT","FLAKE","NORMAL","NORMAL",-9999,-9999," ",NA,0,""," "," "," ","PLAIN","STRAIGHT",NA,"","","","",NA,"10-40%"," ","EXT/INT","LIGHTPATIN",0,-9999,79.92,-9999,-9999,-9999,-9999,-9999,37.4,-9999,19.56,-9999,-9999,-9999,-9999,-9999,7.765,3.58,-9999,-9999,-9999,45
12403,"GHM",44,"COMPFLAKE","LOCALFLINT","FLAKE","NORMAL","NORMAL",-9999,-9999," ",NA,0,""," "," "," ","CORTICAL","CORTICAL",NA,"","","","",NA,""," ","EXT/INT","LIGHTPATIN",0,-9999,60.74,-9999,-9999,-9999,-9999,-9999,34.645,-9999,18.45,-9999,-9999,-9999,-9999,-9999,-9999,9.405,-9999,-9999,-9999,45
12405,"GHM",46,"CORE","LOCALFLINT","GELIFRACT","NORMAL","CORE",-9999,-9999,"INFORM",NA,0,""," "," "," ","","",1,"1","SCAR","","UNI-DIRECT",NA," ","NONE","NONE","HEAVYPATIN",1,33.495,49.745,-9999,-9999,-9999,-9999,-9999,37.55,-9999,32.025,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,71
12410,"GHM",51,"COMPFLAKE","LOCALFLINT","FLAKE","NORMAL","NORMAL",48,-9999," ",NA,0,""," "," "," ","","",NA,"","","","",NA,"40-60%"," ","EXTERIOR","",0,-9999,42.13,-9999,-9999,-9999,-9999,-9999,39.125,-9999,14.49,-9999,-9999,-9999,-9999,-9999,-9999,12.135,-9999,-9999,-9999,24
12424,"GHM",65,"CORE","LOCALFLINT","NODULE","NORMAL","CORE",-9999,-9999,"INFORM",NA,0,""," "," "," ","","",2,"1","ALTERNATE","","UNI-DIRECT",NA,"10-40%","NONE","NONE","HEAVYPATIN",3,55.035,81.81,-9999,-9999,-9999,-9999,-9999,60.985,-9999,49.11,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,276
12430,"GHM",71,"COMPTOOL","LOCALFLINT","FLAKE","NORMAL","NATBACK",42,-9999," ",NA,1,"","NONE"," "," ","","",NA,"","","","UNI-DIRECT",NA,"10-40%"," ","EXT/INT","HEAVYPATIN",0,-9999,66.735,-9999,-9999,-9999,-9999,-9999,35.7,-9999,17.205,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,48
12431,"GHM",72,"COMPFLAKE","LOCALFLINT","FLAKE","NORMAL","DEBORDANT",5,-9999," ",NA,0,""," "," "," ","PLAIN","",NA,"","","","UNI-DIRECT",NA,"0%"," ","EXTERIOR","HEAVYPATIN",0,-9999,60.59,-9999,-9999,-9999,-9999,-9999,49.445,-9999,17.115,-9999,-9999,-9999,-9999,-9999,28.65,7.465,-9999,-9999,-9999,80
12433,"GHM",74,"COMPFLAKE","LOCALFLINT","FLAKE","NORMAL","NORMAL",-9999,-9999," ",NA,0,""," "," "," ","PLAIN","CONCAVE",NA,"","","","UNI-DIRECT",NA,"0%"," ","INTERIOR","LIGHTPATIN",0,-9999,42.49,-9999,-9999,-9999,-9999,-9999,-9999,-9999,7.885,-9999,-9999,-9999,-9999,-9999,-9999,12.46,-9999,-9999,-9999,16
12434,"GHM",75,"CORE","LOCALFLINT","","NORMAL","CORE",-9999,-9999,"INFORM",NA,0,""," "," "," ","","",1,"1","SNAP","","UNI-DIRECT",NA,"1-10%","NONE","EXT/INT","HEAVYPATIN",1,47.75,67.315,-9999,-9999,-9999,-9999,-9999,40.295,-9999,27.955,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,62
12435,"GHM",76,"COMPFLAKE","LOCALFLINT","FLAKE","NORMAL","NORMAL",-9999,-9999," ",NA,0,""," "," "," ","PLAIN","",NA,"","","","UNI-DIRECT",NA,"10-40%"," ","INTERIOR","HEAVYPATIN",0,-9999,59.925,-9999,-9999,-9999,-9999,-9999,39.335,-9999,34.28,-9999,-9999,-9999,-9999,-9999,15.875,17.75,-9999,-9999,-9999,93
12449,"GHM",90,"COMPTOOL","LOCALFLINT","GELIFRACT","","",11,-9999," ",NA,1,"NORMAL","NONE"," "," ","","",NA,"","","","",NA," "," ","NONE","LIGHTPATIN",0,-9999,66.615,-9999,-9999,-9999,-9999,-9999,46.655,-9999,19.995,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,88
12452,"GHM",93,"COREFRAG","LOCALFLINT","NODULE","NORMAL","CORE",-9999,-9999,"INFORM",NA,0,""," "," "," ","","",NA,"","","","",NA," "," ","EXT/INT","HEAVYPATIN",0,-9999,100.95,-9999,-9999,-9999,-9999,-9999,65.71,-9999,44.515,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,217
12454,"GHM",95,"COMPFLAKE","LOCALFLINT","FLAKE","NORMAL","NORMAL",-9999,-9999," ",NA,0,""," "," "," ","PLAIN","SIDE-RIDGE",NA,"","","","",NA,"1-10%"," ","EXTERIOR","LIGHTPATIN",0,-9999,68.545,-9999,-9999,-9999,-9999,-9999,58.82,-9999,19.465,-9999,-9999,-9999,-9999,-9999,-9999,19.265,-9999,-9999,-9999,83
12459,"GHM",100,"COMPFLAKE","LOCALFLINT","FLAKE","NORMAL","NORMAL",-9999,-9999," ",NA,0,""," "," "," ","PLAIN","CENT-RIDGE",NA,"","","","",NA,"1-10%"," ","ROLLED","LIGHTPATIN",0,-9999,68.11,-9999,-9999,-9999,-9999,-9999,58.665,-9999,25.83,-9999,-9999,-9999,-9999,-9999,32.105,18.415,-9999,-9999,-9999,106
12460,"GHM",101,"COMPFLAKE","LOCALFLINT","FLAKE","NORMAL","NORMAL",48,-9999," ",NA,0,""," "," "," ","PLAIN","CONCAVE",NA,"","","","",NA,"0%"," ","EXT/INT","HEAVYPATIN",0,-9999,53.795,-9999,-9999,-9999,-9999,-9999,46.71,-9999,13.35,-9999,-9999,-9999,-9999,-9999,5.425,2.875,-9999,-9999,-9999,40
12461,"GHM",102,"COMPTOOL","OTHERFLINT","FLAKE","NORMAL","NORMAL",64,-9999," ",NA,0,"","T-F","INTERIOR","PROX","","",NA,"","","","COMPLEX",NA,"0%"," ","EXTERIOR","",0,21.365,58.145,-9999,-9999,-9999,-9999,-9999,34.52,-9999,14.35,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,41
12464,"GHM",105,"COMPTOOL","","COBBLE","NORMAL","",56,-9999," ",NA,1,"","NONE"," "," ","","",NA,"","","","UNI-DIRECT",NA,""," ","NONE","",0,-9999,75.255,-9999,-9999,-9999,-9999,-9999,62.09,-9999,41.7,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,194
12467,"GHM",108,"CORE","LOCALFLINT","","NORMAL","CORE",-9999,-9999,"SING-SURF",NA,0,""," "," "," ","","",1,"1","SCAR","","UNI-DIRECT",NA,"10-40%","NONE","EXTERIOR","",3,31.62,69.535,-9999,-9999,-9999,-9999,-9999,61.32,-9999,32.86,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,165
12468,"GHM",109,"CORE","LOCALFLINT","","NORMAL","CORE",-9999,-9999,"SING-SURF",NA,0,""," "," "," ","","",1,"1","SCAR","","UNI-DIRECT",NA,"10-40%","NONE","NONE","",2,46.13,77.615,-9999,-9999,-9999,-9999,-9999,65.14,-9999,43.89,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,198
12473,"GHM",114,"MEDTOOL","LOCALFLINT","GELIFRACT","","",42,-9999," ",NA,1,"","NONE"," "," ","","",NA,"","","","",NA," "," ","","",0,-9999,113.285,-9999,-9999,-9999,-9999,-9999,74.505,-9999,59.14,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,453
12475,"GHM",116,"PROXFLAKE","LOCALFLINT","FLAKE","NORMAL","NORMAL",-9999,-9999," ",NA,0,""," "," "," ","PLAIN","CONVEX",NA,"","","","",NA,"40-60%"," ","NONE","",0,-9999,42.13,-9999,-9999,-9999,-9999,-9999,36.24,-9999,12.275,-9999,-9999,-9999,-9999,-9999,25.43,11.865,-9999,-9999,-9999,34
12476,"GHM",117,"PROXFLAKE","LOCALFLINT","FLAKE","NORMAL","NORMAL",48,-9999," ",NA,0,""," "," "," ","PLAIN","CONVEX",NA,"","","","",NA,"10-40%"," ","INTERIOR","",0,-9999,48.955,-9999,-9999,-9999,-9999,-9999,28.345,-9999,8.605,-9999,-9999,-9999,-9999,-9999,20.67,7.53,-9999,-9999,-9999,28
12477,"GHM",118,"COMPFLAKE","LOCALFLINT","FLAKE","NORMAL","NORMAL",-9999,-9999," ",NA,0,""," "," "," ","PLAIN","SIDE-RIDGE",NA,"","","","",NA,"0%"," ","INTERIOR","",0,-9999,43.455,-9999,-9999,-9999,-9999,-9999,22.775,-9999,8.08,-9999,-9999,-9999,-9999,-9999,19.63,4.275,-9999,-9999,-9999,8
12478,"GHM",119,"CORE","LOCALFLINT","","NORMAL","CORE",-9999,-9999,"INFORM",NA,0,""," "," "," ","","",2,"2","PREPARED","PREPARED","OPPOSITE",NA,"1-10%","NONE","EXT/INT","",3,47.71,54.35,-9999,-9999,-9999,-9999,-9999,42.205,-9999,16.59,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,40
12480,"GHM",121,"PROXFLAKE","LOCALFLINT","FLAKE","NORMAL","ANGULAR",-9999,-9999," ",NA,0,""," "," "," ","PLAIN","CENT-RIDGE",NA,"","","","",NA,"0%"," ","NONE","",0,-9999,49.47,-9999,-9999,-9999,-9999,-9999,35.755,-9999,14.855,-9999,-9999,-9999,-9999,-9999,24.715,12.985,-9999,-9999,-9999,39
12481,"GHM",122,"COMPFLAKE","LOCALFLINT","FLAKE","NORMAL","ANGULAR",-9999,-9999," ",NA,0,""," "," "," ","PLAIN","CONVEX",NA,"","","","",NA,"10-40%"," ","","",0,-9999,42.26,-9999,-9999,-9999,-9999,-9999,31.57,-9999,21.115,-9999,-9999,-9999,-9999,-9999,18.275,14.02,-9999,-9999,-9999,39
12482,"GHM",123,"COMPFLAKE","LOCALFLINT","FLAKE","NORMAL","NORMAL",48,-9999," ",NA,0,""," "," "," ","PUNCTIFORM","CONVEX",NA,"","","","UNI-DIRECT",NA,"40-60%"," ","EXT/INT","",0,-9999,52.93,-9999,-9999,-9999,-9999,-9999,40.87,-9999,18.665,-9999,-9999,-9999,-9999,-9999,5.295,3.275,-9999,-9999,-9999,51
12483,"GHM",124,"PROXFLAKE","LOCALFLINT","FLAKE","NORMAL","NORMAL",-9999,-9999," ",NA,0,""," "," "," ","PLAIN","SIDE-RIDGE",NA,"","","","UNI-DIRECT",NA,"40-60%"," ","INTERIOR","",0,-9999,42.22,-9999,-9999,-9999,-9999,-9999,38.61,-9999,11.635,-9999,-9999,-9999,-9999,-9999,38.58,14.085,-9999,-9999,-9999,32
12484,"GHM",125,"COMPFLAKE","LOCALFLINT","FLAKE","NORMAL","NORMAL",48,-9999," ",NA,0,""," "," "," ","PLAIN","CONVEX",NA,"","","","",NA,"60-90%"," ","EXT/INT","",0,-9999,44.05,-9999,-9999,-9999,-9999,-9999,39.31,-9999,8.835,-9999,-9999,-9999,-9999,-9999,31.94,10.04,-9999,-9999,-9999,26
12485,"GHM",126,"PROXFLAKE","LOCALFLINT","FLAKE","NORMAL","NORMAL",-9999,-9999," ",NA,0,""," "," "," ","CORTICAL","CORTICAL",NA,"","","","",NA,"10-40%"," ","EXT/INT","",0,-9999,53.205,-9999,-9999,-9999,-9999,-9999,39.415,-9999,9.625,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,41
12487,"GHM",128,"COMPFLAKE","LOCALFLINT","FLAKE","NORMAL","ANGULAR",-9999,-9999," ",NA,0,""," "," "," ","PLAIN","CENT-RIDGE",NA,"","","","",NA,"10-40%"," ","EXTERIOR","",0,-9999,77.47,-9999,-9999,-9999,-9999,-9999,61.1,-9999,28.19,-9999,-9999,-9999,-9999,-9999,16.77,14.855,-9999,-9999,-9999,159
12488,"GHM",129,"COMPFLAKE","LOCALFLINT","FLAKE","NORMAL","NORMAL",-9999,-9999," ",NA,0,""," "," "," ","PLAIN","CORTICAL",NA,"","","","",NA,"40-60%"," ","EXT/INT","",0,-9999,45.18,-9999,-9999,-9999,-9999,-9999,34.215,-9999,9.705,-9999,-9999,-9999,-9999,-9999,18.51,6.69,-9999,-9999,-9999,26
12492,"GHM",133,"COMPFLAKE","LOCALFLINT","FLAKE","NORMAL","ANGULAR",-9999,-9999," ",NA,0,""," "," "," ","PLAIN","CONVEX",NA,"","","","",NA,"60-90%"," ","NONE","",0,-9999,51.69,-9999,-9999,-9999,-9999,-9999,27.85,-9999,14.965,-9999,-9999,-9999,-9999,-9999,19.16,9.26,-9999,-9999,-9999,26
12494,"GHM",135,"COMPFLAKE","LOCALFLINT","FLAKE","NORMAL","NORMAL",-9999,-9999," ",NA,0,""," "," "," ","PLAIN","CENT-RIDGE",NA,"","","","",NA,"0%"," ","INTERIOR","",0,-9999,47.98,-9999,-9999,-9999,-9999,-9999,43.69,-9999,10.915,-9999,-9999,-9999,-9999,-9999,11.31,6.775,-9999,-9999,-9999,21
12496,"GHM",137,"COMPFLAKE","LOCALFLINT","FLAKE","NORMAL","NORMAL",48,-9999," ",NA,0,""," "," "," ","PLAIN","CENT-RIDGE",NA,"","","","UNI-DIRECT",NA,"60-90%"," ","EXT/INT","",0,-9999,62.655,-9999,-9999,-9999,-9999,-9999,33.63,-9999,8.495,-9999,-9999,-9999,-9999,-9999,12.81,7.99,-9999,-9999,-9999,23
12497,"GHM",138,"COMPFLAKE","LOCALFLINT","FLAKE","NORMAL","NORMAL",-9999,-9999," ",NA,0,""," "," "," ","PLAIN","CONVEX",NA,"","","","",NA,"0%"," ","NONE","",0,-9999,33.96,-9999,-9999,-9999,-9999,-9999,6.285,-9999,10.66,-9999,-9999,-9999,-9999,-9999,29.49,7.965,-9999,-9999,-9999,28
12498,"GHM",139,"COMPFLAKE","LOCALFLINT","FLAKE","NORMAL","NORMAL",-9999,-9999," ",NA,0,""," "," "," ","PLAIN","CONVEX",NA,"","","","",NA,"0%"," ","EXTERIOR","",0,-9999,40.83,-9999,-9999,-9999,-9999,-9999,25.665,-9999,13.155,-9999,-9999,-9999,-9999,-9999,18.835,8.23,-9999,-9999,-9999,16
12499,"GHM",140,"COMPFLAKE","OTHER","FLAKE","NORMAL","NORMAL",-9999,-9999," ",NA,0,""," "," "," ","PLAIN","STRAIGHT",NA,"","","","",NA,"10-40%"," ","EXTERIOR","",0,-9999,58.475,-9999,-9999,-9999,-9999,-9999,41.66,-9999,9.08,-9999,-9999,-9999,-9999,-9999,13.94,7.645,-9999,-9999,-9999,26
12500,"GHM",141,"PROXFLAKE","LOCALFLINT","FLAKE","NORMAL","NORMAL",48,-9999," ",NA,0,""," "," "," ","PLAIN","CONVEX",NA,"","","","",NA,"1-10%"," ","EXTERIOR","",0,-9999,41.91,-9999,-9999,-9999,-9999,-9999,20.615,-9999,6.835,-9999,-9999,-9999,-9999,-9999,14.465,9.395,-9999,-9999,-9999,11
12501,"GHM",142,"PROXFLAKE","LOCALFLINT","FLAKE","NORMAL","NORMAL",48,-9999," ",NA,0,""," "," "," ","PLAIN","CONVEX",NA,"","","","",NA,"0%"," ","EXT/INT","",0,-9999,57.225,-9999,-9999,-9999,-9999,-9999,27.24,-9999,7.99,-9999,-9999,-9999,-9999,-9999,6.155,4.145,-9999,-9999,-9999,16
12502,"GHM",143,"PROXFLAKE","LOCALFLINT","FLAKE","NORMAL","NORMAL",-9999,-9999," ",NA,0,""," "," "," ","PUNCTIFORM","",NA,"","","","UNI-DIRECT",NA,"10-40%"," ","NONE","",0,-9999,46.13,-9999,-9999,-9999,-9999,-9999,33.585,-9999,10.7,-9999,-9999,-9999,-9999,-9999,8.65,2.855,-9999,-9999,-9999,21
12503,"GHM",144,"COMPFLAKE","LOCALFLINT","FLAKE","NORMAL","NORMAL",48,-9999," ",NA,0,""," "," "," ","FACETED","CONVEX",NA,"","","","",NA,"0%"," ","ROLLED","",0,-9999,51.955,-9999,-9999,-9999,-9999,-9999,29.32,-9999,7.455,-9999,-9999,-9999,-9999,-9999,18.225,6.6,-9999,-9999,-9999,14
12505,"GHM",146,"COMPFLAKE","LOCALFLINT","FLAKE","NORMAL","NORMAL",-9999,-9999," ",NA,0,""," "," "," ","PLAIN","CONVEX",NA,"","","","",NA,"1-10%"," ","EXT/INT","",0,-9999,57.965,-9999,-9999,-9999,-9999,-9999,43.695,-9999,13.785,-9999,-9999,-9999,-9999,-9999,17.855,8.85,-9999,-9999,-9999,39
12506,"GHM",147,"PROXFLAKE","LOCALFLINT","FLAKE","NORMAL","ANGULAR",-9999,-9999," ",NA,0,""," "," "," ","PLAIN","CONVEX",NA,"","","","",NA,"10-40%"," ","EXTERIOR","",0,-9999,53.14,-9999,-9999,-9999,-9999,-9999,38.735,-9999,16.46,-9999,-9999,-9999,-9999,-9999,15.25,4.78,-9999,-9999,-9999,25
12508,"GHM",149,"COMPFLAKE","LOCALFLINT","FLAKE","NORMAL","NORMAL",-9999,-9999," ",NA,0,""," "," "," ","PLAIN","",NA,"","","","",NA,"10-40%"," ","ROLLED","",0,-9999,48.505,-9999,-9999,-9999,-9999,-9999,41.38,-9999,12.38,-9999,-9999,-9999,-9999,-9999,23.12,9.705,-9999,-9999,-9999,32
12509,"GHM",150,"COMPFLAKE","LOCALFLINT","FLAKE","NORMAL","EXPANDING",-9999,-9999," ",NA,0,""," "," "," ","PLAIN","CONVEX",NA,"","","","",NA,"10-40%"," ","NONE","",0,-9999,81.015,-9999,-9999,-9999,-9999,-9999,55.585,-9999,10.745,-9999,-9999,-9999,-9999,-9999,24.39,9.405,-9999,-9999,-9999,104
12511,"GHM",152,"PROXFLAKE","LOCALFLINT","FLAKE","NORMAL","NORMAL",-9999,-9999," ",NA,0,""," "," "," ","PLAIN","CONVEX",NA,"","","","",NA,"1-10%"," ","INTERIOR","",0,-9999,26.675,-9999,-9999,-9999,-9999,-9999,18.07,-9999,4.985,-9999,-9999,-9999,-9999,-9999,7.7,2.865,-9999,-9999,-9999,5
12512,"GHM",153,"COMPFLAKE","LOCALFLINT","FLAKE","NORMAL","NORMAL",-9999,-9999," ",NA,0,""," "," "," ","PUNCTIFORM","BEVELED",NA,"","","","",NA,"10-40%"," ","EXT/INT","",0,-9999,51.26,-9999,-9999,-9999,-9999,-9999,27.34,-9999,6.24,-9999,-9999,-9999,-9999,-9999,4.915,1.22,-9999,-9999,-9999,13
